task,task_name,D,ep,T,nnz,nneg,n_multiflip,max_k,dropped,term_last,trunc_any,phi0,phi0_count,valid
0,turning_on_radio,1.0,87,3260,1,0,0,1,0,True,False,0.0,0.0,True
0,turning_on_radio,1.0,88,2636,2,1,0,1,1,True,False,0.0,0.0,True
0,turning_on_radio,1.0,89,2316,1,0,0,1,0,True,False,0.0,0.0,True
0,turning_on_radio,1.0,90,2393,1,0,0,1,0,True,False,0.0,0.0,True
0,turning_on_radio,1.0,91,2413,1,0,0,1,0,True,False,0.0,0.0,True
0,turning_on_radio,1.0,92,2517,1,0,0,1,0,True,False,0.0,0.0,True
0,turning_on_radio,1.0,93,1910,1,0,0,1,0,True,False,0.0,0.0,True
0,turning_on_radio,1.0,94,2900,1,0,0,1,0,True,False,0.0,0.0,True
0,turning_on_radio,1.0,95,4340,1,0,0,1,0,True,False,0.0,0.0,True
0,turning_on_radio,1.0,96,2870,1,0,0,1,0,True,False,0.0,0.0,True
0,turning_on_radio,1.0,97,3502,1,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,200,7667,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,201,3132,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,202,5811,4,1,0,1,0,True,False,0.3333333134651184,0.9999999403953552,True
1,picking_up_trash,3.0,203,7497,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,204,7214,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,205,6233,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,206,6346,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,207,5540,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,208,5827,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,209,6983,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,210,6310,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,211,6326,4,1,1,3,1,True,False,0.0,0.0,True
1,picking_up_trash,3.0,212,8465,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,213,7986,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,214,5060,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,215,5981,4,1,0,1,0,True,False,0.3333333134651184,0.9999999403953552,True
1,picking_up_trash,3.0,216,6296,5,1,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,217,5537,4,1,0,1,1,True,False,0.0,0.0,True
1,picking_up_trash,3.0,218,8107,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,219,5992,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,220,4510,5,2,0,1,1,True,False,0.3333333134651184,0.9999999403953552,False
1,picking_up_trash,3.0,221,5799,4,1,0,1,0,True,False,0.3333333134651184,0.9999999403953552,True
1,picking_up_trash,3.0,222,6856,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,223,6634,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,224,7306,4,1,1,2,1,True,False,0.0,0.0,True
1,picking_up_trash,3.0,225,5364,4,1,0,1,1,True,False,0.0,0.0,True
1,picking_up_trash,3.0,226,5852,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,227,6013,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,228,6092,4,1,0,1,1,True,False,0.0,0.0,True
1,picking_up_trash,3.0,229,6118,5,2,1,2,2,True,False,0.0,0.0,True
1,picking_up_trash,3.0,230,6911,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,231,6075,4,1,0,1,0,True,False,0.3333333134651184,0.9999999403953552,True
1,picking_up_trash,3.0,232,5890,6,2,0,1,0,True,False,0.3333333134651184,0.9999999403953552,False
1,picking_up_trash,3.0,233,5875,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,234,6750,4,1,0,1,1,True,False,0.0,0.0,True
1,picking_up_trash,3.0,235,5179,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,236,6147,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,237,6686,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,238,5773,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,239,6932,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,240,5650,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,241,5948,4,1,0,1,1,True,False,0.0,0.0,True
1,picking_up_trash,3.0,242,5571,4,1,0,1,1,True,False,0.0,0.0,True
1,picking_up_trash,3.0,243,6163,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,244,6017,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,245,7565,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,246,5878,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,247,6411,6,2,0,1,1,True,False,0.0,0.0,True
1,picking_up_trash,3.0,248,7004,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,249,12195,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,250,6237,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,251,5883,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,252,5384,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,253,5817,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,254,5577,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,255,6515,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,256,5132,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,257,6738,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,258,6666,4,1,0,1,0,True,False,0.3333333134651184,0.9999999403953552,True
1,picking_up_trash,3.0,259,6077,4,1,0,1,1,True,False,0.0,0.0,True
1,picking_up_trash,3.0,260,6397,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,261,6015,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,262,5687,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,263,6872,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,264,5497,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,265,6398,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,266,7441,5,2,0,1,1,True,False,0.3333333134651184,0.9999999403953552,True
1,picking_up_trash,3.0,267,7175,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,268,6280,4,1,0,1,1,True,False,0.0,0.0,True
1,picking_up_trash,3.0,269,5675,3,0,0,1,0,True,False,0.0,0.0,True
1,picking_up_trash,3.0,270,5754,3,0,0,1,0,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,400,13921,12,3,0,1,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,401,13381,10,2,0,1,0,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,402,12071,10,2,0,1,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,403,12968,12,3,0,1,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,404,18894,10,2,0,1,0,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,405,14402,10,2,0,1,0,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,406,15057,14,3,0,1,0,True,False,-0.14285719394683838,-1.0000003576278687,False
2,putting_away_Halloween_decorations,7.0,407,14145,10,2,0,1,0,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,408,14049,11,3,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,409,17191,11,3,1,2,1,True,False,0.285714253783226,1.999999776482582,True
2,putting_away_Halloween_decorations,7.0,410,15338,13,4,1,2,2,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,411,15189,11,2,0,1,0,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,412,14929,20,7,0,1,0,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,413,11765,10,2,0,1,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,414,17582,12,3,0,1,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,415,10495,10,2,0,1,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,416,15678,14,4,0,1,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,417,11687,9,2,1,2,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,418,16915,11,3,1,2,1,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,419,12371,13,4,0,1,0,True,False,0.285714253783226,1.999999776482582,True
2,putting_away_Halloween_decorations,7.0,420,13369,12,2,0,1,1,True,False,-0.2857143431901932,-2.0000004023313522,False
2,putting_away_Halloween_decorations,7.0,421,15914,11,3,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,422,12307,10,2,0,1,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,423,13327,12,2,0,1,0,True,False,-0.14285719394683838,-1.0000003576278687,False
2,putting_away_Halloween_decorations,7.0,424,12930,12,4,2,3,2,True,False,0.285714253783226,1.999999776482582,True
2,putting_away_Halloween_decorations,7.0,425,14120,11,3,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,426,15172,9,2,1,2,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,427,12985,17,7,1,2,1,True,False,0.5714285522699356,3.9999998658895493,False
2,putting_away_Halloween_decorations,7.0,428,12505,10,2,0,1,0,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,429,12914,11,3,0,1,0,True,False,0.285714253783226,1.999999776482582,True
2,putting_away_Halloween_decorations,7.0,430,12614,10,2,0,1,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,431,13890,10,2,0,1,0,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,432,11745,12,3,0,1,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,433,13499,10,2,0,1,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,434,13510,8,2,1,2,1,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,435,18721,11,2,0,1,0,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,436,16693,10,2,0,1,0,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,437,17907,14,4,0,1,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,438,17305,10,2,0,1,0,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,439,13147,11,3,1,2,2,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,440,17841,10,3,1,2,1,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,441,16707,10,2,0,1,0,True,False,0.14285710453987122,0.9999997317790985,True
2,putting_away_Halloween_decorations,7.0,442,17755,10,2,0,1,1,True,False,0.0,0.0,True
2,putting_away_Halloween_decorations,7.0,443,14261,13,3,0,1,1,True,False,-0.14285719394683838,-1.0000003576278687,False
2,putting_away_Halloween_decorations,7.0,444,17150,15,5,1,2,1,True,False,0.285714253783226,1.999999776482582,False
3,cleaning_up_plates_and_food,7.0,600,7945,65,30,0,1,2,True,False,0.0,0.0,True
3,cleaning_up_plates_and_food,7.0,601,9357,53,24,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,602,8686,51,23,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,603,14448,35,14,0,1,0,True,False,0.0,0.0,True
3,cleaning_up_plates_and_food,7.0,604,10051,42,19,0,1,1,True,False,0.285714253783226,1.999999776482582,True
3,cleaning_up_plates_and_food,7.0,605,15279,36,16,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,606,10597,52,24,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,607,16848,24,10,0,1,1,True,False,0.285714253783226,1.999999776482582,True
3,cleaning_up_plates_and_food,7.0,608,9914,45,20,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,609,17411,48,22,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,610,16623,51,23,1,2,1,True,False,0.285714253783226,1.999999776482582,True
3,cleaning_up_plates_and_food,7.0,611,10681,37,16,0,1,2,True,False,0.0,0.0,True
3,cleaning_up_plates_and_food,7.0,612,16339,19,7,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,613,9604,40,18,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,614,17644,45,20,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,615,10362,34,15,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,616,17062,27,12,0,1,2,True,False,0.285714253783226,1.999999776482582,True
3,cleaning_up_plates_and_food,7.0,617,9555,56,25,0,1,1,True,False,0.0,0.0,True
3,cleaning_up_plates_and_food,7.0,618,14943,61,28,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,619,15482,41,18,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,620,9983,40,18,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,621,13784,37,17,0,1,2,True,False,0.285714253783226,1.999999776482582,True
3,cleaning_up_plates_and_food,7.0,622,9210,42,19,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,623,13517,31,13,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,624,15667,29,12,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,625,9634,66,31,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,626,9994,62,28,0,1,0,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,627,15678,58,27,1,2,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,628,11769,37,16,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,629,13185,21,8,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,630,16775,61,29,0,1,2,True,False,0.285714253783226,1.999999776482582,True
3,cleaning_up_plates_and_food,7.0,631,9253,44,20,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,632,9824,63,30,0,1,3,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,633,15201,75,35,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,634,8712,40,18,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,635,13457,35,15,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,636,12572,39,17,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,637,8838,64,30,0,1,1,True,False,0.285714253783226,1.999999776482582,True
3,cleaning_up_plates_and_food,7.0,638,14304,36,17,0,1,3,True,False,0.285714253783226,1.999999776482582,True
3,cleaning_up_plates_and_food,7.0,639,18151,41,17,0,1,0,True,False,0.0,0.0,True
3,cleaning_up_plates_and_food,7.0,640,9594,66,31,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,641,16926,36,16,0,1,1,True,False,0.285714253783226,1.999999776482582,True
3,cleaning_up_plates_and_food,7.0,642,9820,71,33,0,1,2,True,False,0.0,0.0,True
3,cleaning_up_plates_and_food,7.0,643,15521,32,14,1,4,3,True,False,0.0,0.0,True
3,cleaning_up_plates_and_food,7.0,644,18170,37,16,1,2,1,True,False,0.285714253783226,1.999999776482582,True
3,cleaning_up_plates_and_food,7.0,645,8764,67,31,0,1,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,646,14196,32,14,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,647,13686,38,17,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,648,15084,46,21,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,649,17376,57,26,1,2,1,True,False,0.14285710453987122,0.9999997317790985,True
3,cleaning_up_plates_and_food,7.0,650,8446,42,19,0,1,2,True,False,0.14285710453987122,0.9999997317790985,True
4,can_meat,9.0,800,14546,14,6,0,1,3,True,False,0.444444440305233,3.999999962747097,True
4,can_meat,9.0,801,13957,14,6,0,1,3,True,False,0.444444440305233,3.999999962747097,True
4,can_meat,9.0,802,15818,12,5,0,1,3,True,False,0.444444440305233,3.999999962747097,True
4,can_meat,9.0,803,14874,14,5,0,1,2,True,False,0.3333333283662796,2.9999999552965164,True
4,can_meat,9.0,804,13381,16,7,0,1,3,True,False,0.444444440305233,3.999999962747097,True
4,can_meat,9.0,805,14906,14,6,0,1,3,True,False,0.444444440305233,3.999999962747097,True
4,can_meat,9.0,806,13826,12,5,0,1,3,True,False,0.444444440305233,3.999999962747097,True
4,can_meat,9.0,807,11787,13,5,0,1,2,True,False,0.444444440305233,3.999999962747097,True
4,can_meat,9.0,808,12084,13,5,0,1,3,True,False,0.3333333283662796,2.9999999552965164,True
4,can_meat,9.0,809,17135,16,7,0,1,2,True,False,0.5555555522441864,4.999999970197678,False
4,can_meat,9.0,810,10919,14,6,0,1,3,True,False,0.444444440305233,3.999999962747097,True
4,can_meat,9.0,811,14109,14,5,0,1,2,True,False,0.3333333283662796,2.9999999552965164,True
4,can_meat,9.0,812,11906,17,6,1,2,2,True,False,0.1111111044883728,0.9999999403953552,True
4,can_meat,9.0,813,14119,16,6,1,2,1,True,False,0.3333333283662796,2.9999999552965164,True
4,can_meat,9.0,814,11554,17,7,0,1,2,True,False,0.444444440305233,3.999999962747097,True
4,can_meat,9.0,815,15457,14,6,0,1,3,True,False,0.444444440305233,3.999999962747097,True
4,can_meat,9.0,816,13993,14,6,0,1,3,True,False,0.444444440305233,3.999999962747097,True
4,can_meat,9.0,817,11929,13,6,0,1,3,True,False,0.5555555522441864,4.999999970197678,True
4,can_meat,9.0,818,13606,17,8,0,1,3,True,False,0.5555555522441864,4.999999970197678,False
4,can_meat,9.0,819,13740,14,5,0,1,2,True,False,0.3333333283662796,2.9999999552965164,True
4,can_meat,9.0,820,14626,14,6,0,1,3,True,False,0.444444440305233,3.999999962747097,True
4,can_meat,9.0,821,13392,13,6,0,1,3,True,False,0.5555555522441864,4.999999970197678,False
4,can_meat,9.0,822,14262,13,5,0,1,2,True,False,0.444444440305233,3.999999962747097,True
