task,task_name,N_json,D_obs,ep,T,nnz,nneg,n_multiflip,max_k,term_last,trunc_any,phi0,phi0_raw,phi0_count,phi0_integral,dropped,term_ok,inrange,integral,valid
10,set_up_a_coffee_station_in_your_kitchen,6,6,2006,7141,19,7,0,1,True,False,0.166666641831398,0.166666641831398,0.9999998509883881,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2007,8175,7,2,0,1,True,False,0.3333333134651184,0.4999999850988388,1.9999998807907104,True,1,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2008,6607,9,3,0,1,True,False,0.4999999850988388,0.4999999850988388,2.999999910593033,True,0,False,False,True,False
10,set_up_a_coffee_station_in_your_kitchen,6,6,2009,7285,11,3,0,1,True,False,0.166666641831398,0.166666641831398,0.9999998509883881,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2010,5799,11,4,0,1,True,False,0.4999999850988388,0.4999999850988388,2.999999910593033,True,0,False,True,True,False
10,set_up_a_coffee_station_in_your_kitchen,6,6,2011,7152,4,0,0,1,True,False,0.3333333134651184,0.3333333134651184,1.9999998807907104,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2012,7422,8,2,0,1,True,False,0.3333333134651184,0.3333333134651184,1.9999998807907104,True,0,False,True,True,False
10,set_up_a_coffee_station_in_your_kitchen,6,6,2013,8985,9,2,0,1,True,False,0.166666641831398,0.166666641831398,0.9999998509883881,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2014,7214,11,4,0,1,True,False,0.3333333134651184,0.4999999850988388,1.9999998807907104,True,1,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2015,6924,13,5,0,1,True,False,0.4999999850988388,0.4999999850988388,2.999999910593033,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2016,4459,6,1,0,1,True,False,0.3333333134651184,0.3333333134651184,1.9999998807907104,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2017,10335,11,3,0,1,True,False,0.166666641831398,0.166666641831398,0.9999998509883881,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2018,7658,6,1,0,1,True,False,0.166666641831398,0.3333333134651184,0.9999998509883881,True,1,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2019,7584,9,3,0,1,True,False,0.4999999850988388,0.4999999850988388,2.999999910593033,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2020,5855,9,2,0,1,True,False,0.166666641831398,0.166666641831398,0.9999998509883881,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2021,6170,8,2,0,1,True,False,0.166666641831398,0.3333333134651184,0.9999998509883881,True,1,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2022,5030,4,0,0,1,True,False,0.3333333134651184,0.3333333134651184,1.9999998807907104,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2023,6441,11,5,0,1,True,False,0.4999999850988388,0.8333333283662796,2.999999910593033,True,2,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2024,6329,7,1,0,1,True,False,0.166666641831398,0.166666641831398,0.9999998509883881,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2025,5637,11,4,0,1,True,False,0.3333333134651184,0.4999999850988388,1.9999998807907104,True,1,False,True,True,False
10,set_up_a_coffee_station_in_your_kitchen,6,6,2026,4952,6,1,0,1,True,False,0.3333333134651184,0.3333333134651184,1.9999998807907104,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2027,6457,11,4,0,1,True,False,0.166666641831398,0.4999999850988388,0.9999998509883881,True,2,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2028,4247,9,3,0,1,True,False,0.0,0.4999999850988388,0.0,True,3,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2029,7112,13,4,0,1,True,False,0.166666641831398,0.166666641831398,0.9999998509883881,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2030,7773,9,2,0,1,True,False,0.166666641831398,0.166666641831398,0.9999998509883881,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2031,5802,10,3,0,1,True,False,0.3333333134651184,0.3333333134651184,1.9999998807907104,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2032,7216,7,1,0,1,True,False,0.166666641831398,0.166666641831398,0.9999998509883881,True,0,True,True,True,True
10,set_up_a_coffee_station_in_your_kitchen,6,6,2033,6870,7,2,0,1,True,False,0.4999999850988388,0.4999999850988388,2.999999910593033,True,0,False,True,True,False
19,outfit_a_basic_toolbox,7,7,3800,10178,7,1,0,1,True,False,0.14285710453987122,0.285714253783226,0.9999997317790985,True,1,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3801,17022,16,6,0,1,True,False,0.0,0.4285714030265808,0.0,True,3,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3802,15256,9,2,1,2,True,False,0.0,0.4285714030265808,0.0,True,2,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3803,7604,7,1,0,1,True,False,0.14285710453987122,0.285714253783226,0.9999997317790985,True,1,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3804,17416,11,3,0,1,True,False,0.14285710453987122,0.285714253783226,0.9999997317790985,True,1,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3805,13342,11,3,0,1,True,False,0.14285710453987122,0.285714253783226,0.9999997317790985,True,1,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3806,10605,9,3,0,1,True,False,0.285714253783226,0.5714285522699356,1.999999776482582,True,2,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3807,9231,8,2,0,1,True,False,0.14285710453987122,0.4285714030265808,0.9999997317790985,True,2,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3808,6884,7,1,0,1,True,False,0.14285710453987122,0.285714253783226,0.9999997317790985,True,1,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3809,6075,13,4,0,1,True,False,0.14285710453987122,0.285714253783226,0.9999997317790985,True,1,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3810,7497,9,2,0,1,True,False,0.0,0.285714253783226,0.0,True,2,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3811,6804,9,3,1,2,True,False,0.285714253783226,0.7142857015132904,1.999999776482582,True,2,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3812,5992,10,3,0,1,True,False,0.285714253783226,0.4285714030265808,1.999999776482582,True,1,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3813,8827,16,6,0,1,True,False,0.285714253783226,0.4285714030265808,1.999999776482582,True,1,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3814,14519,13,4,0,1,True,False,0.0,0.285714253783226,0.0,True,2,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3815,17756,11,3,0,1,True,False,0.0,0.285714253783226,0.0,True,2,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3816,14762,10,2,0,1,True,False,0.14285710453987122,0.14285710453987122,0.9999997317790985,True,0,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3817,8275,13,4,0,1,True,False,0.0,0.285714253783226,0.0,True,2,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3818,15709,11,3,0,1,True,False,0.14285710453987122,0.285714253783226,0.9999997317790985,True,1,True,True,True,True
19,outfit_a_basic_toolbox,7,7,3819,10269,10,3,1,2,True,False,0.285714253783226,0.5714285522699356,1.999999776482582,True,1,True,True,True,True
28,getting_organized_for_work,10,10,5600,18158,38,16,0,1,True,False,0.29999998956918716,0.3999999910593033,2.9999998956918716,True,1,True,True,True,True
28,getting_organized_for_work,10,10,5601,13937,45,22,1,2,True,False,0.5999999940395355,1.0,5.999999940395355,True,3,True,True,True,True
28,getting_organized_for_work,10,10,5602,17774,26,12,1,2,True,False,0.4999999925494194,0.8999999985098839,4.999999925494194,True,3,True,True,True,True
28,getting_organized_for_work,10,10,5603,13695,31,14,1,2,True,False,0.3999999910593033,0.7999999970197678,3.999999910593033,True,3,True,True,True,True
28,getting_organized_for_work,10,10,5604,18769,32,15,1,2,True,False,0.3999999910593033,0.6999999955296516,3.999999910593033,True,3,True,True,True,True
28,getting_organized_for_work,10,10,5605,16413,33,15,3,3,True,False,0.4999999850988388,0.4999999850988388,4.999999850988388,True,0,False,True,True,False
28,getting_organized_for_work,10,10,5606,20298,38,17,1,2,True,False,0.3999999910593033,0.4999999925494194,3.999999910593033,True,1,True,True,True,True
28,getting_organized_for_work,10,10,5607,15586,43,20,0,1,True,False,0.3999999910593033,0.6999999955296516,3.999999910593033,True,3,True,True,True,True
28,getting_organized_for_work,10,10,5608,18803,57,28,2,2,True,False,0.4999999925494194,0.8999999985098839,4.999999925494194,True,3,True,True,True,True
28,getting_organized_for_work,10,10,5609,17742,60,29,1,2,True,False,0.3999999910593033,0.6999999955296516,3.999999910593033,True,3,True,True,True,True
28,getting_organized_for_work,10,10,5610,19902,42,21,2,2,True,False,0.4999999925494194,1.0,4.999999925494194,True,4,True,True,True,True
28,getting_organized_for_work,10,10,5611,16681,43,21,2,2,True,False,0.4999999925494194,0.6999999955296516,4.999999925494194,True,2,True,True,True,True
28,getting_organized_for_work,10,10,5612,16132,55,26,0,1,True,False,0.4999999925494194,0.6999999955296516,4.999999925494194,True,2,True,True,True,True
29,clean_up_your_desk,8,11,5800,19489,16,4,0,1,True,False,0.27272725105285645,0.27272725105285645,2.999999761581421,True,0,False,True,True,False
29,clean_up_your_desk,8,11,5801,29940,13,1,0,1,True,False,0.0,-2.9802322387695312e-08,0.0,True,0,True,True,True,True
29,clean_up_your_desk,8,11,5802,19060,16,4,0,1,True,False,0.27272725105285645,0.27272725105285645,2.999999761581421,True,0,True,True,True,True
29,clean_up_your_desk,8,11,5803,19499,16,3,0,1,True,False,0.09090906381607056,0.09090906381607056,0.9999997019767761,True,0,True,True,True,True
29,clean_up_your_desk,8,11,5804,16166,20,5,0,1,True,False,0.09090906381607056,0.09090906381607056,0.9999997019767761,True,0,True,True,True,True
29,clean_up_your_desk,8,11,5805,23762,14,3,0,1,True,False,0.1818181574344635,0.27272725105285645,1.9999997317790985,True,1,True,True,True,True
29,clean_up_your_desk,8,11,5806,21893,12,1,0,1,True,False,0.09090906381607056,0.09090906381607056,0.9999997019767761,True,0,True,True,True,True
29,clean_up_your_desk,8,11,5807,20248,21,5,1,2,True,False,-0.18181821703910828,-0.09090912342071533,-2.000000387430191,True,1,True,False,True,False
29,clean_up_your_desk,8,11,5808,18286,14,2,0,1,True,False,0.09090906381607056,0.09090906381607056,0.9999997019767761,True,0,True,True,True,True
29,clean_up_your_desk,8,11,5809,27362,22,6,1,3,True,False,-0.09090912342071533,-0.09090912342071533,-1.0000003576278687,True,0,True,False,True,False
50,freeze_fruit,4,4,10000,10149,6,2,0,1,True,False,0.5,0.5,2.0,True,0,True,True,True,True
50,freeze_fruit,4,4,10001,14929,5,1,0,1,True,False,0.25,0.25,1.0,True,0,True,True,True,True
50,freeze_fruit,4,4,10002,12502,7,2,0,1,True,False,0.25,0.25,1.0,True,0,False,True,True,False
50,freeze_fruit,4,4,10003,13960,7,1,0,1,True,False,-0.25,-0.25,-1.0,True,0,True,False,True,False
50,freeze_fruit,4,4,10004,11449,6,1,0,1,True,False,0.0,0.0,0.0,True,0,True,True,True,True
50,freeze_fruit,4,4,10005,13463,6,2,0,1,True,False,0.25,0.5,1.0,True,1,True,True,True,True
50,freeze_fruit,4,4,10006,11489,5,1,0,1,True,False,0.25,0.25,1.0,True,0,True,True,True,True
50,freeze_fruit,4,4,10007,9346,5,1,0,1,True,False,0.25,0.25,1.0,True,0,True,True,True,True
50,freeze_fruit,4,4,10008,11704,5,1,0,1,True,False,0.25,0.25,1.0,True,0,True,True,True,True
50,freeze_fruit,4,4,10009,12522,9,3,0,1,True,False,0.25,0.25,1.0,True,0,False,True,True,False
50,freeze_fruit,4,4,10010,11822,8,3,0,1,True,False,0.25,0.5,1.0,True,1,True,True,True,True
50,freeze_fruit,4,4,10011,11853,5,1,0,1,True,False,0.25,0.25,1.0,True,0,True,True,True,True
50,freeze_fruit,4,4,10012,11949,5,1,0,1,True,False,0.25,0.25,1.0,True,0,True,True,True,True
50,freeze_fruit,4,4,10013,12390,5,1,0,1,True,False,0.25,0.25,1.0,True,0,True,True,True,True
50,freeze_fruit,4,4,10014,14351,8,2,0,1,True,False,0.0,0.0,0.0,True,0,True,True,True,True
50,freeze_fruit,4,4,10015,9091,6,1,0,1,True,False,0.0,0.0,0.0,True,0,True,True,True,True
50,freeze_fruit,4,4,10016,12220,10,4,0,1,True,False,0.25,0.5,1.0,True,1,False,True,True,False
50,freeze_fruit,4,4,10017,12885,6,1,0,1,True,False,0.0,0.0,0.0,True,0,True,True,True,True
50,freeze_fruit,4,4,10018,12572,8,3,0,1,True,False,0.5,0.5,2.0,True,0,True,True,True,True
97,setup_a_bar_for_a_cocktail_party,9,9,19400,10494,10,1,0,1,True,False,0.1111111044883728,0.1111111044883728,0.9999999403953552,True,0,True,True,True,True
97,setup_a_bar_for_a_cocktail_party,9,9,19401,15154,12,2,0,1,True,False,0.1111111044883728,0.1111111044883728,0.9999999403953552,True,0,True,True,True,True
97,setup_a_bar_for_a_cocktail_party,9,9,19402,15112,27,13,2,2,True,False,0.5555555522441864,1.1111111119389534,4.999999970197678,True,4,True,True,True,True
97,setup_a_bar_for_a_cocktail_party,9,9,19403,12399,18,5,0,1,True,False,0.1111111044883728,0.1111111044883728,0.9999999403953552,True,0,True,True,True,True
97,setup_a_bar_for_a_cocktail_party,9,9,19404,11123,16,5,0,1,True,False,0.3333333283662796,0.3333333283662796,2.9999999552965164,True,0,False,True,True,False
97,setup_a_bar_for_a_cocktail_party,9,9,19405,13614,12,2,0,1,True,False,0.1111111044883728,0.1111111044883728,0.9999999403953552,True,0,True,True,True,True
97,setup_a_bar_for_a_cocktail_party,9,9,19406,17897,11,1,0,1,True,False,0.0,-7.450580596923828e-09,0.0,True,0,True,True,True,True
97,setup_a_bar_for_a_cocktail_party,9,9,19407,12233,12,1,0,1,True,False,-0.111111119389534,-0.111111119389534,-1.000000074505806,True,0,True,False,True,False
97,setup_a_bar_for_a_cocktail_party,9,9,19408,18037,28,9,0,1,True,False,-0.2222222313284874,-0.111111119389534,-2.0000000819563866,True,1,True,False,True,False
97,setup_a_bar_for_a_cocktail_party,9,9,19409,11241,15,4,1,2,True,False,0.1111111044883728,0.3333333283662796,0.9999999403953552,True,1,False,True,True,False
97,setup_a_bar_for_a_cocktail_party,9,9,19410,13794,10,1,1,2,True,False,0.2222222164273262,0.2222222164273262,1.9999999478459358,True,0,True,True,True,True
97,setup_a_bar_for_a_cocktail_party,9,9,19411,12963,22,9,1,2,True,False,0.444444440305233,0.6666666641831398,3.999999962747097,True,1,True,True,True,True
97,setup_a_bar_for_a_cocktail_party,9,9,19412,11823,72,33,0,1,True,False,0.3333333283662796,0.3333333283662796,2.9999999552965164,True,0,False,True,True,False
97,setup_a_bar_for_a_cocktail_party,9,9,19413,12503,14,4,2,2,True,False,0.1111111044883728,0.5555555522441864,0.9999999403953552,True,2,True,True,True,True
97,setup_a_bar_for_a_cocktail_party,9,9,19414,11559,26,11,1,2,True,False,0.5555555522441864,0.6666666641831398,4.999999970197678,True,1,True,True,True,True
97,setup_a_bar_for_a_cocktail_party,9,9,19415,12885,11,2,1,2,True,False,0.1111111044883728,0.3333333283662796,0.9999999403953552,True,1,True,True,True,True
97,setup_a_bar_for_a_cocktail_party,9,9,19416,14424,17,6,1,2,True,False,0.2222222164273262,0.5555555522441864,1.9999999478459358,True,2,True,True,True,True
